math_score,eng_score,ukr_score,has_benefits,admitted
186,182,109,False,1
174,151,177,False,1
135,126,144,False,0
182,197,119,False,1
129,110,195,False,0
134,146,154,False,0
179,190,164,True,1
193,120,162,False,1
156,180,199,False,1
179,168,172,False,1
173,146,185,False,1
167,135,185,False,1
125,126,172,False,0
154,118,183,False,0
157,166,131,False,0
152,190,140,False,0
100,134,183,True,0
128,113,191,False,0
188,114,106,False,0
139,145,181,False,0
126,119,134,False,0
121,200,139,False,0
162,151,194,False,1
189,165,143,False,1
163,182,186,False,1
191,113,198,False,1
161,184,166,False,1
191,122,119,False,0
150,138,103,False,0
149,143,127,False,0
189,168,154,False,1
101,189,163,True,0
173,187,200,True,1
200,182,110,False,1
136,129,128,False,0
102,113,168,False,0
125,138,129,False,0
134,104,165,False,0
169,107,130,False,0
112,154,141,False,0
134,174,147,False,0
164,200,120,False,1
131,127,154,True,0
115,185,115,True,0
145,173,145,False,0
174,140,134,False,0
156,112,167,False,0
150,184,124,False,0
198,156,123,False,1
173,124,106,False,0
131,191,136,False,0
102,128,189,False,0
175,192,146,False,1
198,133,199,False,1
112,118,181,False,0
167,128,100,False,0
142,153,147,False,0
148,120,114,False,0
172,128,177,False,1
119,118,123,False,0
124,183,136,False,0
115,147,151,False,0
117,181,186,False,0
157,166,185,True,1
136,153,145,False,0
163,112,169,False,0
145,137,139,False,0
173,145,156,False,0
118,157,170,True,0
185,161,178,False,1
133,111,197,False,0
124,128,178,False,0
125,117,156,False,0
196,109,153,False,0
115,110,133,True,0
161,187,134,False,1
140,114,137,False,0
183,175,100,True,1
101,103,179,False,0
143,173,200,True,1
160,176,101,False,0
184,121,155,False,0
194,101,149,False,0
103,162,111,True,0
188,166,186,True,1
146,150,113,False,0
187,102,196,False,1
186,183,179,False,1
188,152,144,True,1
109,194,173,True,0
105,194,194,False,0
114,176,147,True,0
197,184,166,False,1
110,189,152,False,0
132,168,148,False,0
180,147,111,True,1
156,117,199,False,0
187,118,185,False,1
165,176,153,False,1
152,106,193,False,0
142,105,134,False,0
134,114,118,False,0
120,100,151,False,0
194,113,168,True,1
114,107,187,False,0
